ID_OREGANO	LIBELLE
GENE:19438	solute carrier family 6 member 18
GENE:19439	solute carrier family 6 member 19
GENE:19440	solute carrier family 6 member 2
GENE:19441	solute carrier family 6 member 20
GENE:19442	solute carrier family 6 (neurotransmitter transporter), member 21, pseudogene
GENE:19443	solute carrier family 6 member 3
GENE:19444	solute carrier family 6 member 4
GENE:19445	solute carrier family 6 member 5
GENE:19446	solute carrier family 6 member 6
GENE:19447	solute carrier family 6, member 6 pseudogene 1
GENE:19448	solute carrier family 6 member 7
GENE:19449	solute carrier family 6 member 8
GENE:19450	solute carrier family 6 member 9
GENE:19451	solute carrier family 7 member 1
GENE:19452	solute carrier family 7 member 10
GENE:19453	solute carrier family 7 member 11
GENE:19454	solute carrier family 7 member 13
GENE:19455	solute carrier family 7 member 14
GENE:19456	solute carrier family 7 member 2
GENE:19457	solute carrier family 7 member 3
GENE:19458	solute carrier family 7 member 4
GENE:19459	solute carrier family 7 member 5
GENE:19460	solute carrier family 7 member 6
GENE:19461	solute carrier family 7 member 6 opposite strand
GENE:19462	solute carrier family 7 member 7
GENE:19463	solute carrier family 7 member 8
GENE:19464	solute carrier family 7 member 9
GENE:19465	solute carrier family 8 member A1
GENE:19466	solute carrier family 8 member A2
GENE:19467	solute carrier family 8 member A3
GENE:19468	solute carrier family 8 member B1
GENE:19469	solute carrier family 9 member A1
GENE:19470	solute carrier family 9 member A2
GENE:19471	solute carrier family 9 member A3
GENE:19472	solute carrier family 9, subfamily A (NHE3, cation proton antiporter 3), member 3 pseudogene 1
GENE:19473	solute carrier family 9, subfamily A (NHE3, cation proton antiporter 3), member 3 pseudogene 2
GENE:19474	SLC9A3 regulator 1
GENE:19475	SLC9A3 regulator 2
GENE:19476	solute carrier family 9 member A4
GENE:19477	solute carrier family 9 member A5
GENE:19478	solute carrier family 9 member A6
GENE:19479	solute carrier family 9 member A7
GENE:19480	solute carrier family 9 member A8
GENE:19481	solute carrier family 9 member A9
GENE:19482	solute carrier family 9 member B1
GENE:19483	solute carrier family 9 member B2
GENE:19484	solute carrier family 9 member C1
GENE:19485	solute carrier family 9 member C2 (putative)
GENE:19486	solute carrier organic anion transporter family member 1A2
GENE:19487	solute carrier organic anion transporter family member 1B1
GENE:19488	solute carrier organic anion transporter family member 1B3
GENE:19489	solute carrier organic anion transporter family member 1B7 (putative)
GENE:19490	solute carrier organic anion transporter family member 1C1
GENE:19491	solute carrier organic anion transporter family member 2A1
GENE:19492	solute carrier organic anion transporter family member 2B1
GENE:19493	solute carrier organic anion transporter family member 3A1
GENE:19494	solute carrier organic anion transporter family member 4A1
GENE:19495	solute carrier organic anion transporter family member 4C1
GENE:19496	solute carrier organic anion transporter family member 5A1
GENE:19497	solute carrier organic anion transporter family member 6A1
GENE:19498	SMC5-SMC6 complex localization factor 1
GENE:19499	SMC5-SMC6 complex localization factor 2
GENE:19500	schlafen family member 11
GENE:19501	schlafen family member 12
GENE:19502	schlafen family member 12 like
GENE:19503	schlafen family member 13
GENE:19504	schlafen family member 14
GENE:19505	schlafen family member 5
GENE:19506	schlafen like 1
GENE:19507	SRA stem-loop interacting RNA binding protein
GENE:19508	slit guidance ligand 1
GENE:19509	slit guidance ligand 2
GENE:19510	slit guidance ligand 3
GENE:19511	SLIT and NTRK like family member 1
GENE:19512	SLIT and NTRK like family member 2
GENE:19513	SLIT and NTRK like family member 3
GENE:19514	SLIT and NTRK like family member 4
GENE:19515	SLIT and NTRK like family member 5
GENE:19516	SLIT and NTRK like family member 6
GENE:19517	STE20 like kinase
GENE:19518	sarcolemma associated protein
GENE:19519	sarcolipin
GENE:19520	secretory leukocyte peptidase inhibitor
GENE:19521	SAFB like transcription modulator
GENE:19522	SLU7 homolog, splicing factor
GENE:19523	secreted LY6/PLAUR domain containing 1
GENE:19524	secreted LY6/PLAUR domain containing 2
GENE:19525	SLX1 homolog A, structure-specific endonuclease subunit
GENE:19526	SLX1 homolog B, structure-specific endonuclease subunit
GENE:19527	SLX4 structure-specific endonuclease subunit
GENE:19528	SLX4 interacting protein
GENE:19529	SMA5 (non-HGNC gene)
GENE:19530	SMAD family member 1
GENE:19531	SMAD family member 2
GENE:19532	SMAD family member 3
GENE:19533	SMAD family member 4
GENE:19534	SMAD family member 5
GENE:19535	SMAD5 antisense RNA 1
GENE:19536	SMAD family member 6
GENE:19537	SMAD family member 7
GENE:19538	SMAD family member 9
GENE:19539	small cell adhesion glycoprotein
GENE:19540	small ArfGAP 1
GENE:19541	small ArfGAP2
GENE:19542	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1
GENE:19543	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2
GENE:19544	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4
GENE:19545	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5
GENE:19546	SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1
GENE:19547	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a like 1
GENE:19548	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1
GENE:19549	SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1
GENE:19550	SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 2
GENE:19551	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1
GENE:19552	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2
GENE:19553	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3
GENE:19554	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1
GENE:19555	structural maintenance of chromosomes 1A
GENE:19556	structural maintenance of chromosomes 1B
GENE:19557	structural maintenance of chromosomes 2
GENE:19558	structural maintenance of chromosomes 3
GENE:19559	structural maintenance of chromosomes 4
GENE:19560	structural maintenance of chromosomes 5
GENE:19561	structural maintenance of chromosomes 6
GENE:19562	structural maintenance of chromosomes flexible hinge domain containing 1
GENE:19563	single-pass membrane protein with coiled-coil domains 1
GENE:19564	single-pass membrane protein with coiled-coil domains 2
GENE:19565	single-pass membrane protein with coiled-coil domains 3
GENE:19566	single-pass membrane protein with coiled-coil domains 4
GENE:19567	sperm mitochondria associated cysteine rich protein
GENE:19568	Smith-Magenis syndrome chromosome region, candidate 2 (non-protein coding)
GENE:19569	Smith-Magenis syndrome chromosome region, candidate 5 (non-protein coding)
GENE:19570	SMCR8-C9orf72 complex subunit
GENE:19571	single-pass membrane protein with aspartate rich tail 1
GENE:19572	SMG1 nonsense mediated mRNA decay associated PI3K related kinase
GENE:19573	SMG5 nonsense mediated mRNA decay factor
GENE:19574	SMG6 nonsense mediated mRNA decay factor
GENE:19575	SMG6 intronic transcript 1 (non-protein coding)
GENE:19576	SMG7 nonsense mediated mRNA decay factor
GENE:19577	SMG8 nonsense mediated mRNA decay factor
GENE:19578	SMG9 nonsense mediated mRNA decay factor
GENE:19579	small integral membrane protein 1 (Vel blood group)
GENE:19580	small integral membrane protein 10
GENE:19581	small integral membrane protein 10 like 1
GENE:19582	small integral membrane protein 10 like 2A
GENE:19583	small integral membrane protein 10 like 2B
GENE:19584	small integral membrane protein 11 pseudogene 1
GENE:19585	small integral membrane protein 12
GENE:19586	small integral membrane protein 13
GENE:19587	small integral membrane protein 14
GENE:19588	small integral membrane protein 15
GENE:19589	small integral membrane protein 17
GENE:19590	small integral membrane protein 18
GENE:19591	small integral membrane protein 19
GENE:19592	small integral membrane protein 2
GENE:19593	small integral membrane protein 20
GENE:19594	small integral membrane protein 21
GENE:19595	small integral membrane protein 22
GENE:19596	small integral membrane protein 23
GENE:19597	small integral membrane protein 24
GENE:19598	small integral membrane protein 26
GENE:19599	small integral membrane protein 27
GENE:19600	small integral membrane protein 28
GENE:19601	small integral membrane protein 29
GENE:19602	small integral membrane protein 3
GENE:19603	small integral membrane protein 30
GENE:19604	small integral membrane protein 31
GENE:19605	small integral membrane protein 32
GENE:19606	small integral membrane protein 33
GENE:19607	small integral membrane protein 35
GENE:19608	small integral membrane protein 36
GENE:19609	small integral membrane protein 38
GENE:19610	small integral membrane protein 39
GENE:19611	small integral membrane protein 4
GENE:19612	small integral membrane protein 40
GENE:19613	small integral membrane protein 41
GENE:19614	small integral membrane protein 5
GENE:19615	small integral membrane protein 6
GENE:19616	small integral membrane protein 7
GENE:19617	small integral membrane protein 8
GENE:19618	small integral membrane protein 9
GENE:19619	small lysine rich protein 1
GENE:19620	small leucine rich protein 1
GENE:19621	survival of motor neuron 1, telomeric
GENE:19622	survival of motor neuron 2, centromeric
GENE:19623	survival motor neuron domain containing 1
GENE:19624	smoothened, frizzled class receptor
GENE:19625	SPARC related modular calcium binding 1
GENE:19626	SPARC related modular calcium binding 2
GENE:19627	spermine oxidase
GENE:19628	sphingomyelin phosphodiesterase 1
GENE:19629	sphingomyelin phosphodiesterase 2
GENE:19630	sphingomyelin phosphodiesterase 3
GENE:19631	sphingomyelin phosphodiesterase 4
GENE:19632	sphingomyelin phosphodiesterase acid like 3A
GENE:19633	sphingomyelin phosphodiesterase acid like 3B
GENE:19634	small muscle protein X-linked
GENE:19635	submaxillary gland androgen regulated protein 3A
GENE:19636	submaxillary gland androgen regulated protein 3B
GENE:19637	spermine synthase
GENE:19638	smoothelin
GENE:19639	smoothelin like 1
GENE:19640	smoothelin like 2
GENE:19641	SMU1 DNA replication regulator and spliceosomal factor
GENE:19642	single-strand-selective monofunctional uracil-DNA glycosylase 1
GENE:19643	SMAD specific E3 ubiquitin protein ligase 1
GENE:19644	SMAD specific E3 ubiquitin protein ligase 2
GENE:19645	SET and MYND domain containing 1
GENE:19646	SET and MYND domain containing 2
GENE:19647	SET and MYND domain containing 3
GENE:19648	SET and MYND domain containing 4
GENE:19649	SMYD family member 5
GENE:19650	snail family transcriptional repressor 1
GENE:19651	snail homolog 1 (Drosophila) pseudogene 1
GENE:19652	snail family transcriptional repressor 2
GENE:19653	snail family transcriptional repressor 3
GENE:19654	synaptosome associated protein 23
GENE:19655	synaptosome associated protein 25
GENE:19656	synaptosome associated protein 29
GENE:19657	synaptosome associated protein 47
GENE:19658	synaptosome associated protein 91
GENE:19659	small nuclear RNA activating complex polypeptide 1
GENE:19660	small nuclear RNA activating complex polypeptide 2
GENE:19661	small nuclear RNA activating complex polypeptide 3
GENE:19662	small nuclear RNA activating complex polypeptide 4
GENE:19663	small nuclear RNA activating complex polypeptide 5
GENE:19664	small nuclear RNA activating complex, polypeptide 5, 19kDa pseudogene 1
GENE:19665	SNAP associated protein
GENE:19666	small ILF3/NF90-associated RNA A1
GENE:19667	small ILF3/NF90-associated RNA A10
GENE:19668	small ILF3/NF90-associated RNA A11
GENE:19669	small ILF3/NF90-associated RNA A12
GENE:19670	small ILF3/NF90-associated RNA A13
GENE:19671	small ILF3/NF90-associated RNA A14
GENE:19672	small ILF3/NF90-associated RNA A2
GENE:19673	small ILF3/NF90-associated RNA A3
GENE:19674	small ILF3/NF90-associated RNA A4
GENE:19675	small ILF3/NF90-associated RNA A5
GENE:19676	small ILF3/NF90-associated RNA A6
GENE:19677	small ILF3/NF90-associated RNA A7
GENE:19678	small ILF3/NF90-associated RNA A8
GENE:19679	small ILF3/NF90-associated RNA A9
GENE:19680	small ILF3/NF90-associated RNA B1
GENE:19681	small ILF3/NF90-associated RNA B2
GENE:19682	small ILF3/NF90-associated RNA C1
GENE:19683	small ILF3/NF90-associated RNA C2
GENE:19684	small ILF3/NF90-associated RNA C3
GENE:19685	small ILF3/NF90-associated RNA C4
GENE:19686	small ILF3/NF90-associated RNA C5
GENE:19687	small ILF3/NF90-associated RNA D
GENE:19688	small ILF3/NF90-associated RNA E
GENE:19689	small ILF3/NF90-associated RNA F
GENE:19690	small ILF3/NF90-associated RNA G1
GENE:19691	small ILF3/NF90-associated RNA G2
GENE:19692	small ILF3/NF90-associated RNA H
GENE:19693	small ILF3/NF90-associated RNA I
GENE:19694	synuclein alpha
GENE:19695	synuclein alpha interacting protein
GENE:19696	synuclein beta
GENE:19697	synuclein gamma
GENE:19698	staphylococcal nuclease and tudor domain containing 1
GENE:19699	SND1 intronic transcript 1 (non-protein coding)
GENE:19700	sushi, nidogen and EGF like domains 1
GENE:19701	SNF8 subunit of ESCRT-II
GENE:19702	small nucleolar RNA host gene 1 (non-protein coding)
GENE:19703	small nucleolar RNA host gene 10 (non-protein coding)
GENE:19704	small nucleolar RNA host gene 11 (non-protein coding)
GENE:19705	small nucleolar RNA host gene 12 (non-protein coding)
GENE:19706	small nucleolar RNA host gene 15 (non-protein coding)
GENE:19707	small nucleolar RNA host gene 3 (non-protein coding)
GENE:19708	small nucleolar RNA host gene 32
GENE:19709	small nucleolar RNA host gene 4 (non-protein coding)
GENE:19710	small nucleolar RNA host gene 5 (non-protein coding)
